Date,Category,Value1,Value2,Value3,Port,Traffic
2023-06-29,CategoryB,60.82,113.91,20.6,3306,23328.21
2023-06-29,CategoryB,61.04,193.47,5.1,21,42667.95
2023-06-29,CategoryC,30.29,56.48,22.25,80,20250.16
2023-06-29,CategoryC,89.18,28.41,13.73,443,24451.55
2023-06-29,CategoryC,22.29,178.79,32.69,8080,9002.99
2023-06-29,CategoryC,58.9,45.84,9.51,22,2712.62
2023-06-29,CategoryC,32.93,32.36,13.93,3306,34160.6
2023-06-29,CategoryC,98.0,157.94,18.61,21,9411.37
2023-06-29,CategoryD,24.98,151.3,18.84,80,29022.24
2023-06-29,CategoryD,62.31,181.5,28.35,443,4133.85
2023-06-29,CategoryD,43.06,188.61,31.9,8080,43762.09
2023-06-29,CategoryD,74.89,83.35,28.42,22,44138.69
2023-06-29,CategoryD,76.09,81.08,34.43,3306,37331.74
2023-06-29,CategoryD,66.72,33.2,31.75,21,27525.13
2023-06-30,CategoryA,89.25,143.08,12.26,80,42119.05
2023-06-30,CategoryA,15.85,111.22,30.04,443,24374.85
2023-06-30,CategoryA,29.4,72.11,26.59,8080,38465.55
2023-06-30,CategoryA,50.78,138.98,17.03,22,21696.12
2023-06-30,CategoryA,28.55,87.56,36.55,3306,48152.23
2023-06-30,CategoryA,64.73,198.87,25.37,21,3762.25
2023-06-30,CategoryB,19.2,49.24,14.94,80,1404.98
2023-06-30,CategoryB,49.02,60.41,9.7,443,6466.33
2023-06-30,CategoryB,87.33,141.54,25.95,8080,37580.17
2023-06-30,CategoryB,51.63,100.09,49.75,22,11111.72
2023-06-30,CategoryB,43.56,33.31,8.49,3306,49264.31
2023-06-30,CategoryB,77.7,81.02,35.79,21,47797.79
2023-06-30,CategoryC,50.61,177.18,48.39,80,5027.11
2023-06-30,CategoryC,62.19,118.3,22.44,443,15774.93
2023-06-30,CategoryC,11.48,24.45,46.74,8080,10607.91
2023-06-30,CategoryC,21.62,143.36,38.18,22,39289.23
2023-06-30,CategoryC,66.55,174.76,27.81,3306,12197.82
2023-06-30,CategoryC,28.89,132.62,7.3,21,17673.6
2023-06-30,CategoryD,90.15,71.72,19.91,80,19078.17
2023-06-30,CategoryD,18.7,30.38,44.62,443,13630.07
2023-06-30,CategoryD,10.37,99.14,44.22,8080,17644.35
2023-06-30,CategoryD,65.77,25.69,36.52,22,11133.95
2023-06-30,CategoryD,43.8,36.57,17.95,3306,36014.33
2023-06-30,CategoryD,33.71,149.01,16.84,21,15828.57
2023-07-01,CategoryA,86.43,67.44,41.11,80,5634.18
2023-07-01,CategoryA,62.73,113.94,24.95,443,8178.71
2023-07-01,CategoryA,68.55,160.68,44.32,8080,37551.46
2023-07-01,CategoryA,21.34,52.59,14.34,22,47080.49
2023-07-01,CategoryA,24.33,117.13,29.5,3306,46284.13
2023-07-01,CategoryA,98.56,110.97,48.98,21,28960.53
2023-07-01,CategoryB,87.25,192.24,13.21,80,3610.89
2023-07-01,CategoryB,37.86,47.09,27.25,443,10279.49
2023-07-01,CategoryB,81.02,162.81,28.22,8080,45865.15
2023-07-01,CategoryB,39.73,114.91,12.52,22,14229.22
2023-07-01,CategoryB,21.4,138.18,19.41,3306,21996.39
2023-07-01,CategoryB,54.8,163.91,25.96,21,7810.74
2023-07-01,CategoryC,45.78,189.23,14.03,80,27705.78
2023-07-01,CategoryC,61.23,71.16,46.21,443,15145.05
2023-07-01,CategoryC,44.69,129.6,8.73,8080,11757.77
2023-07-01,CategoryC,37.3,112.09,31.33,22,39772.8
2023-07-01,CategoryC,92.57,182.36,21.46,3306,5745.22
2023-07-01,CategoryC,55.53,156.03,48.27,21,46373.59
2023-07-01,CategoryD,31.62,162.78,7.61,80,35053.61
2023-07-01,CategoryD,63.23,155.44,49.65,443,34843.16
2023-07-01,CategoryD,69.8,78.04,39.39,8080,4694.29
2023-07-01,CategoryD,68.67,147.83,49.07,22,45160.09
2023-07-01,CategoryD,37.91,49.22,15.48,3306,46473.9
2023-07-01,CategoryD,95.65,118.51,22.71,21,14036.14
2023-07-02,CategoryA,59.24,107.65,30.5,80,41326.03
2023-07-02,CategoryA,27.51,54.84,42.33,443,44994.25
2023-07-02,CategoryA,75.81,128.88,39.84,8080,17197.21
2023-07-02,CategoryA,91.49,32.42,31.21,22,33717.44
2023-07-02,CategoryA,28.0,84.7,17.07,3306,12915.02
2023-07-02,CategoryA,10.21,150.87,32.73,21,3402.33
2023-07-02,CategoryB,61.16,181.45,7.78,80,31716.72
2023-07-02,CategoryB,73.28,186.99,16.8,443,14949.04
2023-07-02,CategoryB,12.66,109.41,24.32,8080,15742.89
2023-07-02,CategoryB,32.89,92.47,29.1,22,14966.5
2023-07-02,CategoryB,10.42,85.22,40.48,3306,31019.06
2023-07-02,CategoryB,57.43,20.93,33.97,21,43310.34
2023-07-02,CategoryC,62.15,123.59,20.01,80,46141.67
2023-07-02,CategoryC,18.71,115.39,30.01,443,19134.99
2023-07-02,CategoryC,49.56,148.06,10.97,8080,4844.63
2023-07-02,CategoryC,67.14,90.89,7.42,22,12548.66
2023-07-02,CategoryC,57.24,20.7,36.16,3306,15835.8
2023-07-02,CategoryC,95.38,79.29,16.31,21,41343.33
2023-07-02,CategoryD,82.31,71.58,37.13,80,34196.31
2023-07-02,CategoryD,32.56,189.47,32.92,443,11417.58
2023-07-02,CategoryD,98.52,73.98,7.93,8080,13387.47
2023-07-02,CategoryD,82.64,105.53,31.47,22,46132.57
2023-07-02,CategoryD,79.83,146.08,47.04,3306,14165.67
2023-07-02,CategoryD,93.96,117.94,35.49,21,49590.46
2023-07-03,CategoryA,39.49,35.3,39.89,80,9656.34
2023-07-03,CategoryA,81.38,38.15,31.18,443,45475.83
2023-07-03,CategoryA,52.68,129.31,7.94,8080,22570.87
2023-07-03,CategoryA,76.27,21.94,10.81,22,42099.42
2023-07-03,CategoryA,79.07,169.24,46.04,3306,35502.43
2023-07-03,CategoryA,35.17,166.53,20.71,21,31647.48
2023-07-03,CategoryB,59.75,59.39,37.04,80,37282.73
2023-07-03,CategoryB,26.91,61.52,32.2,443,15667.61
2023-07-03,CategoryB,59.96,39.57,44.21,8080,48461.05
2023-07-03,CategoryB,56.27,142.13,38.64,22,44831.31
2023-07-03,CategoryB,55.44,182.05,24.44,3306,10198.74
2023-07-03,CategoryB,86.29,199.12,41.24,21,36111.27
2023-07-03,CategoryC,72.88,189.08,47.78,80,27152.73
2023-07-03,CategoryC,68.52,165.52,45.69,443,17023.73
2023-07-03,CategoryC,98.14,138.84,21.52,8080,45007.35
2023-07-03,CategoryC,92.59,149.9,39.2,22,34598.39
2023-07-03,CategoryC,93.11,79.46,27.99,3306,30464.14
2023-07-03,CategoryC,40.12,133.82,28.44,21,41677.06
2023-07-03,CategoryD,62.4,52.42,13.5,80,1867.03
2023-07-03,CategoryD,52.51,129.03,11.52,443,20912.03
2023-07-03,CategoryD,57.86,122.59,44.42,8080,2613.77
2023-07-03,CategoryD,91.48,145.66,16.82,22,5546.39
2023-07-03,CategoryD,12.36,182.49,8.18,3306,8795.66
2023-07-03,CategoryD,57.63,180.74,45.46,21,13413.33
2023-07-04,CategoryA,89.42,136.88,19.96,80,49237.11
2023-07-04,CategoryA,96.78,160.69,18.37,443,4769.18
2023-07-04,CategoryA,97.9,75.39,35.64,8080,30684.64
2023-07-04,CategoryA,99.43,146.11,8.67,22,33719.41
2023-07-04,CategoryA,70.21,63.09,20.23,3306,35170.02
2023-07-04,CategoryA,35.93,135.69,19.86,21,30379.66
2023-07-04,CategoryB,26.15,48.33,20.92,80,7124.48
2023-07-04,CategoryB,77.1,122.74,8.15,443,7617.09
2023-07-04,CategoryB,47.17,52.21,14.97,8080,44727.15
2023-07-04,CategoryB,48.21,188.5,27.6,22,32032.34
2023-07-04,CategoryB,67.34,52.74,46.27,3306,1282.66
2023-07-04,CategoryB,86.38,132.63,36.72,21,16682.57
2023-07-04,CategoryC,90.95,38.73,45.5,80,12125.05
2023-07-04,CategoryC,60.43,24.62,9.26,443,31414.78
2023-07-04,CategoryC,45.91,51.85,10.79,8080,7875.77
2023-07-04,CategoryC,86.09,156.79,45.72,22,49892.7
2023-07-04,CategoryC,89.81,104.68,45.21,3306,4539.21
2023-07-04,CategoryC,64.27,57.08,33.14,21,16762.64
2023-07-04,CategoryD,33.61,23.11,18.46,80,30193.42
2023-07-04,CategoryD,58.67,123.03,15.5,443,5987.91
2023-07-04,CategoryD,14.79,28.08,35.81,8080,36343.9
2023-07-04,CategoryD,52.81,123.62,43.45,22,25970.8
2023-07-04,CategoryD,57.24,122.03,8.1,3306,4560.48
2023-07-04,CategoryD,19.23,90.19,17.41,21,15436.01
2023-07-05,CategoryA,83.59,182.75,8.34,80,24464.63
2023-07-05,CategoryA,11.83,88.16,24.2,443,9905.69
2023-07-05,CategoryA,13.11,31.28,21.05,8080,47343.11
2023-07-05,CategoryA,58.29,141.23,6.55,22,48186.93
2023-07-05,CategoryA,23.25,102.2,6.65,3306,24589.82
2023-07-05,CategoryA,43.0,85.15,33.14,21,41745.07
2023-07-05,CategoryB,67.55,164.15,19.52,80,17199.68
2023-07-05,CategoryB,54.51,132.42,9.9,443,35230.9
2023-07-05,CategoryB,73.43,32.26,8.57,8080,10766.67
2023-07-05,CategoryB,10.75,133.49,14.56,22,42988.6
2023-07-05,CategoryB,99.71,153.71,31.95,3306,21368.12
2023-07-05,CategoryB,26.0,164.37,30.87,21,28764.06
2023-07-05,CategoryC,92.42,185.44,22.38,80,42743.71
2023-07-05,CategoryC,12.99,41.81,27.99,443,14371.7
2023-07-05,CategoryC,14.16,197.86,9.7,8080,28607.54
2023-07-05,CategoryC,11.99,178.19,9.98,22,37337.24
2023-07-05,CategoryC,30.88,50.48,11.12,3306,5989.69
2023-07-05,CategoryC,54.39,80.75,21.73,21,1512.78
2023-07-05,CategoryD,86.32,193.8,44.94,80,31931.81
2023-07-05,CategoryD,49.11,68.62,17.07,443,36220.38
2023-07-05,CategoryD,94.09,117.42,27.64,8080,11871.94
2023-07-05,CategoryD,65.21,40.94,33.31,22,4800.02
2023-07-05,CategoryD,35.57,165.24,44.69,3306,29768.03
2023-07-05,CategoryD,10.58,196.83,7.45,21,5409.9
2023-07-06,CategoryA,78.29,30.74,21.29,80,43175.76
2023-07-06,CategoryA,80.57,163.65,24.57,443,33901.03
2023-07-06,CategoryA,62.49,52.56,32.54,8080,22358.56
2023-07-06,CategoryA,38.42,149.94,40.34,22,46654.67
2023-07-06,CategoryA,43.62,170.16,39.53,3306,12435.49
2023-07-06,CategoryA,16.29,140.93,10.56,21,2797.94
2023-07-06,CategoryB,92.7,26.08,31.97,80,24959.33
2023-07-06,CategoryB,82.58,90.2,30.04,443,45789.32
2023-07-06,CategoryB,72.15,144.04,45.44,8080,34313.97
2023-07-06,CategoryB,90.05,186.17,25.64,22,43729.58
2023-07-06,CategoryB,59.47,109.6,20.75,3306,20885.97
2023-07-06,CategoryB,74.75,51.28,8.12,21,18283.23
2023-07-06,CategoryC,56.78,61.02,42.38,80,35824.17
2023-07-06,CategoryC,77.07,81.44,17.79,443,9723.79
2023-07-06,CategoryC,41.59,167.46,40.73,8080,42106.39
2023-07-06,CategoryC,42.29,64.71,39.12,22,6409.82
2023-07-06,CategoryC,79.97,196.95,17.17,3306,9083.94
2023-07-06,CategoryC,13.79,164.0,15.49,21,3907.11
2023-07-06,CategoryD,60.57,179.38,6.9,80,25496.58
2023-07-06,CategoryD,64.32,160.44,43.54,443,39222.73
2023-07-06,CategoryD,89.0,188.62,20.58,8080,27487.61
2023-07-06,CategoryD,15.94,163.21,17.45,22,14486.0
2023-07-06,CategoryD,65.17,174.99,26.35,3306,17298.31
2023-07-06,CategoryD,82.52,192.19,38.04,21,19694.4
2023-07-07,CategoryA,67.58,145.39,46.3,80,39830.63
2023-07-07,CategoryA,63.64,107.63,12.33,443,2265.2
2023-07-07,CategoryA,63.37,88.32,50.0,8080,42658.93
2023-07-07,CategoryA,25.43,194.08,6.3,22,18976.82
2023-07-07,CategoryA,11.98,72.03,26.61,3306,30542.37
2023-07-07,CategoryA,63.16,62.43,39.22,21,10413.85
2023-07-07,CategoryB,87.11,177.49,48.67,80,33766.63
2023-07-07,CategoryB,83.89,59.8,32.8,443,15364.33
2023-07-07,CategoryB,79.26,72.69,28.5,8080,38906.66
2023-07-07,CategoryB,50.06,71.09,24.92,22,27527.42
2023-07-07,CategoryB,12.92,60.75,47.2,3306,33750.35
2023-07-07,CategoryB,32.03,197.65,25.04,21,35247.42
2023-07-07,CategoryC,67.55,90.19,43.01,80,4437.12
2023-07-07,CategoryC,47.16,188.13,27.62,443,16666.04
2023-07-07,CategoryC,59.54,104.59,16.24,8080,37694.44
2023-07-07,CategoryC,48.4,143.81,9.91,22,11894.81
2023-07-07,CategoryC,12.86,153.96,16.45,3306,39176.13
2023-07-07,CategoryC,40.31,156.5,26.69,21,1191.29
2023-07-07,CategoryD,68.25,133.97,12.14,80,43545.39
2023-07-07,CategoryD,87.91,118.05,20.77,443,28258.87
2023-07-07,CategoryD,12.85,53.31,14.77,8080,40437.19
2023-07-07,CategoryD,71.41,178.31,48.81,22,18224.97
2023-07-07,CategoryD,36.48,66.17,24.85,3306,28584.38
2023-07-07,CategoryD,54.2,141.14,42.62,21,17893.99
2023-07-08,CategoryA,65.26,66.54,29.16,80,32939.42
2023-07-08,CategoryA,53.09,73.48,7.23,443,36935.94
2023-07-08,CategoryA,75.83,137.09,13.42,8080,8207.13
2023-07-08,CategoryA,13.42,145.38,35.66,22,9678.61
2023-07-08,CategoryA,74.55,54.57,45.01,3306,28047.71
2023-07-08,CategoryA,47.02,170.97,37.11,21,18816.26
2023-07-08,CategoryB,65.29,88.94,43.27,80,28078.3
2023-07-08,CategoryB,40.71,198.7,32.69,443,39064.76
2023-07-08,CategoryB,73.96,195.77,29.75,8080,11242.96
2023-07-08,CategoryB,56.78,153.25,18.16,22,35621.65
2023-07-08,CategoryB,57.57,148.75,18.46,3306,14722.09
2023-07-08,CategoryB,88.28,68.45,26.48,21,23432.83
2023-07-08,CategoryC,20.23,124.8,36.39,80,7928.95
2023-07-08,CategoryC,67.33,168.01,27.65,443,15076.07
2023-07-08,CategoryC,76.43,23.72,40.73,8080,18572.47
2023-07-08,CategoryC,91.24,168.12,33.38,22,10728.91
2023-07-08,CategoryC,61.41,158.97,46.26,3306,17059.47
2023-07-08,CategoryC,82.39,176.01,31.23,21,36539.9
2023-07-08,CategoryD,24.91,96.8,13.22,80,34383.01
2023-07-08,CategoryD,63.67,42.8,47.12,443,13720.93
2023-07-08,CategoryD,86.44,27.23,39.76,8080,9700.95
2023-07-08,CategoryD,72.25,137.8,16.23,22,29875.38
2023-07-08,CategoryD,19.87,165.85,18.8,3306,23089.79
2023-07-08,CategoryD,56.22,20.51,32.0,21,26630.34
2023-07-09,CategoryA,25.32,139.3,42.45,80,19695.1
2023-07-09,CategoryA,62.32,125.67,44.51,443,6014.37
2023-07-09,CategoryA,31.03,174.06,41.81,8080,21960.35
2023-07-09,CategoryA,10.91,122.92,20.91,22,34335.25
2023-07-09,CategoryA,59.46,110.22,37.73,3306,26679.94
2023-07-09,CategoryA,64.26,96.03,34.71,21,30835.02
2023-07-09,CategoryB,39.69,111.96,8.5,80,37713.6
2023-07-09,CategoryB,99.47,71.38,23.95,443,24245.02
2023-07-09,CategoryB,47.3,53.9,37.49,8080,24563.97
2023-07-09,CategoryB,62.84,179.37,34.61,22,32034.82
2023-07-09,CategoryB,96.45,181.4,12.59,3306,21402.18
2023-07-09,CategoryB,85.56,50.06,12.91,21,11965.44
2023-07-09,CategoryC,82.07,33.85,6.13,80,34463.22
2023-07-09,CategoryC,52.92,94.25,26.97,443,38238.2
2023-07-09,CategoryC,88.97,149.59,27.16,8080,47811.76
2023-07-09,CategoryC,95.47,57.13,12.11,22,26024.39
2023-07-09,CategoryC,23.58,170.42,49.31,3306,18869.5
2023-07-09,CategoryC,26.52,112.37,7.87,21,2212.61
2023-07-09,CategoryD,75.9,20.65,30.16,80,43487.93
2023-07-09,CategoryD,70.66,199.89,24.13,443,40364.25
2023-07-09,CategoryD,57.05,41.31,31.95,8080,49601.92
2023-07-09,CategoryD,22.85,79.73,49.29,22,32824.77
2023-07-09,CategoryD,51.6,66.5,47.94,3306,47533.7
2023-07-09,CategoryD,81.14,186.81,28.3,21,46651.42
2023-07-10,CategoryA,35.19,196.56,10.37,80,1790.29
2023-07-10,CategoryA,53.91,166.02,40.38,443,1678.04
2023-07-10,CategoryA,60.83,93.63,21.94,8080,36571.87
2023-07-10,CategoryA,53.89,24.43,12.35,22,10048.26
2023-07-10,CategoryA,85.73,68.19,21.64,3306,20571.81
2023-07-10,CategoryA,37.45,123.06,37.14,21,12821.97
2023-07-10,CategoryB,90.64,38.49,30.24,80,45070.17
2023-07-10,CategoryB,54.51,115.17,29.91,443,10957.04
2023-07-10,CategoryB,30.94,33.96,9.04,8080,21793.14
2023-07-10,CategoryB,53.58,158.0,36.29,22,6398.33
2023-07-10,CategoryB,57.48,39.34,6.54,3306,41127.55
2023-07-10,CategoryB,27.66,188.39,18.4,21,18353.42
2023-07-10,CategoryC,19.65,165.74,34.29,80,4734.05
2023-07-10,CategoryC,34.23,70.33,40.42,443,8202.89
2023-07-10,CategoryC,83.94,110.84,32.54,8080,22214.98
2023-07-10,CategoryC,71.01,116.73,7.18,22,4282.33
2023-07-10,CategoryC,15.72,83.82,6.26,3306,47852.35
2023-07-10,CategoryC,35.59,41.7,17.36,21,48465.72
2023-07-10,CategoryD,24.15,116.72,38.75,80,3761.67
2023-07-10,CategoryD,67.99,144.83,22.32,443,48582.0
2023-07-10,CategoryD,69.69,185.54,23.98,8080,5249.44
2023-07-10,CategoryD,14.0,144.5,7.52,22,42133.89
2023-07-10,CategoryD,86.13,59.69,8.38,3306,17348.44
2023-07-10,CategoryD,61.57,32.83,39.4,21,43030.66
2023-07-11,CategoryA,82.5,109.42,6.82,80,25754.49
2023-07-11,CategoryA,95.35,171.73,46.19,443,29165.9
2023-07-11,CategoryA,13.68,147.03,31.24,8080,19750.77
2023-07-11,CategoryA,65.14,110.83,43.32,22,11075.31
2023-07-11,CategoryA,38.37,94.39,15.09,3306,25642.38
2023-07-11,CategoryA,24.98,49.59,26.55,21,22134.36
2023-07-11,CategoryB,19.66,188.92,34.26,80,26466.86
2023-07-11,CategoryB,80.37,147.32,5.77,443,9983.0
2023-07-11,CategoryB,23.22,147.24,17.36,8080,23407.83
2023-07-11,CategoryB,67.25,163.68,40.79,22,49378.28
2023-07-11,CategoryB,89.95,195.58,30.99,3306,21163.78
2023-07-11,CategoryB,75.57,46.41,20.78,21,47743.24
2023-07-11,CategoryC,76.46,45.22,46.41,80,33858.76
2023-07-11,CategoryC,55.75,108.84,9.26,443,45239.03
2023-07-11,CategoryC,39.83,187.99,17.32,8080,17832.27
2023-07-11,CategoryC,19.19,87.96,6.37,22,41167.49
2023-07-11,CategoryC,58.13,75.59,46.33,3306,40445.39
2023-07-11,CategoryC,11.21,117.76,26.74,21,14507.16
2023-07-11,CategoryD,58.11,54.62,13.22,80,2608.69
2023-07-11,CategoryD,38.17,198.0,45.79,443,45752.89
2023-07-11,CategoryD,13.23,58.53,31.55,8080,37084.89
2023-07-11,CategoryD,33.07,30.31,33.4,22,32981.86
2023-07-11,CategoryD,59.94,103.76,17.06,3306,40463.21
2023-07-11,CategoryD,63.38,21.63,16.27,21,41286.41
2023-07-12,CategoryA,88.19,39.18,47.39,80,4237.98
2023-07-12,CategoryA,74.8,124.53,33.17,443,12424.17
2023-07-12,CategoryA,38.74,138.31,19.6,8080,39922.22
2023-07-12,CategoryA,33.45,178.19,49.03,22,14026.64
2023-07-12,CategoryA,41.21,141.84,30.38,3306,31240.4
2023-07-12,CategoryA,74.15,85.93,10.19,21,20126.96
2023-07-12,CategoryB,35.95,160.65,5.1,80,22364.97
2023-07-12,CategoryB,65.8,85.21,7.46,443,11595.04
2023-07-12,CategoryB,25.56,100.57,12.88,8080,48679.82
2023-07-12,CategoryB,92.08,190.27,23.2,22,20545.47
2023-07-12,CategoryB,40.78,43.92,14.28,3306,18755.21
2023-07-12,CategoryB,23.31,114.16,36.54,21,10309.83
2023-07-12,CategoryC,76.56,154.38,24.36,80,1169.1
2023-07-12,CategoryC,23.58,148.96,33.87,443,27818.28
2023-07-12,CategoryC,22.94,94.56,27.45,8080,22346.32
2023-07-12,CategoryC,30.42,167.96,30.76,22,31745.92
2023-07-12,CategoryC,58.14,114.14,5.61,3306,1873.49
2023-07-12,CategoryC,86.07,29.62,49.3,21,39425.49
2023-07-12,CategoryD,55.32,62.19,38.42,80,34470.17
2023-07-12,CategoryD,30.23,24.2,41.64,443,49875.92
2023-07-12,CategoryD,24.25,113.16,15.34,8080,32307.01
2023-07-12,CategoryD,74.34,35.32,46.98,22,27126.65
2023-07-12,CategoryD,94.33,131.56,47.06,3306,38594.02
2023-07-12,CategoryD,67.71,130.2,6.42,21,45964.45
2023-07-13,CategoryA,99.44,165.75,37.09,80,23837.58
2023-07-13,CategoryA,43.54,101.39,24.07,443,45513.38
2023-07-13,CategoryA,15.43,150.21,14.8,8080,28687.02
2023-07-13,CategoryA,58.77,181.49,5.1,22,35880.17
2023-07-13,CategoryA,63.66,29.4,40.27,3306,27496.33
2023-07-13,CategoryA,32.37,49.19,44.77,21,6368.64
2023-07-13,CategoryB,17.3,145.25,5.87,80,9067.44
2023-07-13,CategoryB,74.94,163.28,24.35,443,36737.48
2023-07-13,CategoryB,46.51,186.33,39.0,8080,48492.23
2023-07-13,CategoryB,27.97,160.87,26.08,22,46690.17
2023-07-13,CategoryB,40.69,109.48,36.6,3306,30763.34
2023-07-13,CategoryB,16.11,80.61,22.03,21,47840.26
2023-07-13,CategoryC,53.78,84.27,35.94,80,6503.22
2023-07-13,CategoryC,40.55,169.44,26.39,443,38901.14
2023-07-13,CategoryC,75.28,187.91,28.15,8080,45577.46
2023-07-13,CategoryC,92.69,93.6,44.15,22,14100.88
2023-07-13,CategoryC,42.71,65.87,13.14,3306,28603.89
2023-07-13,CategoryC,15.94,130.16,36.09,21,16764.2
2023-07-13,CategoryD,15.17,176.19,35.12,80,7463.43
2023-07-13,CategoryD,62.25,100.36,45.48,443,44323.81
2023-07-13,CategoryD,51.72,70.0,38.38,8080,4574.29
2023-07-13,CategoryD,54.17,136.79,14.77,22,42198.29
2023-07-13,CategoryD,60.82,63.41,37.14,3306,19884.53
2023-07-13,CategoryD,17.39,104.86,49.95,21,39655.84
2023-07-14,CategoryA,52.65,193.78,37.55,80,17084.3
2023-07-14,CategoryA,42.55,112.54,26.51,443,16012.51
2023-07-14,CategoryA,75.73,79.58,47.5,8080,22962.73
2023-07-14,CategoryA,86.77,87.86,29.61,22,45171.86
2023-07-14,CategoryA,30.72,82.68,44.5,3306,11469.07
2023-07-14,CategoryA,67.66,159.56,37.92,21,13297.75
2023-07-14,CategoryB,64.49,154.04,16.84,80,22180.83
2023-07-14,CategoryB,23.78,156.84,46.96,443,44873.21
2023-07-14,CategoryB,90.3,80.29,43.92,8080,20603.97
2023-07-14,CategoryB,78.04,120.77,38.08,22,5894.91
2023-07-14,CategoryB,13.07,116.28,25.49,3306,48879.06
2023-07-14,CategoryB,43.39,35.45,32.1,21,29892.01
2023-07-14,CategoryC,65.83,169.14,38.99,80,12886.08
2023-07-14,CategoryC,23.43,197.99,31.28,443,42406.02
2023-07-14,CategoryC,64.26,36.74,8.64,8080,2134.64
2023-07-14,CategoryC,10.76,22.74,35.02,22,15598.32
2023-07-14,CategoryC,42.72,62.4,27.74,3306,31057.2
2023-07-14,CategoryC,88.67,160.66,10.62,21,29737.41
2023-07-14,CategoryD,46.07,108.65,21.85,80,22861.95
2023-07-14,CategoryD,26.96,118.59,14.27,443,16647.95
2023-07-14,CategoryD,69.25,181.1,12.85,8080,31779.28
2023-07-14,CategoryD,25.57,125.01,35.63,22,47201.19
2023-07-14,CategoryD,31.06,45.19,46.2,3306,36685.52
2023-07-14,CategoryD,63.8,163.88,22.5,21,25764.09
2023-07-15,CategoryA,63.94,135.91,41.62,80,24514.43
2023-07-15,CategoryA,99.07,197.99,49.85,443,39604.2
2023-07-15,CategoryA,23.39,178.17,19.91,8080,6630.89
2023-07-15,CategoryA,84.4,76.62,9.64,22,39499.58
2023-07-15,CategoryA,20.91,182.19,43.75,3306,40341.0
2023-07-15,CategoryA,25.96,182.96,35.89,21,43911.17
2023-07-15,CategoryB,57.44,123.95,33.5,80,16673.32
2023-07-15,CategoryB,28.08,40.56,42.12,443,23279.04
2023-07-15,CategoryB,51.59,123.65,41.57,8080,32846.76
2023-07-15,CategoryB,19.04,171.95,13.05,22,21365.41
2023-07-15,CategoryB,68.8,193.66,14.71,3306,37804.45
2023-07-15,CategoryB,16.2,194.34,22.39,21,27926.22
2023-07-15,CategoryC,44.23,41.02,32.81,80,30387.52
2023-07-15,CategoryC,12.73,181.82,39.27,443,27811.37
2023-07-15,CategoryC,21.76,43.02,22.1,8080,5436.41
2023-07-15,CategoryC,78.66,102.85,28.67,22,41844.83
2023-07-15,CategoryC,98.21,104.37,15.24,3306,13679.4
2023-07-15,CategoryC,53.55,177.09,48.14,21,4778.14
2023-07-15,CategoryD,30.15,140.45,39.12,80,38629.08
2023-07-15,CategoryD,35.5,192.6,9.17,443,40107.64
2023-07-15,CategoryD,51.49,123.24,37.47,8080,27154.46
2023-07-15,CategoryD,47.65,57.67,47.23,22,25992.58
2023-07-15,CategoryD,60.33,96.0,19.5,3306,34045.78
2023-07-15,CategoryD,75.59,42.31,10.02,21,43106.38
2023-07-16,CategoryA,86.51,198.38,33.57,80,26222.77
2023-07-16,CategoryA,58.58,146.68,43.79,443,39934.2
2023-07-16,CategoryA,86.55,186.48,14.83,8080,28451.36
2023-07-16,CategoryA,43.88,181.89,15.96,22,16258.11
2023-07-16,CategoryA,97.45,140.8,14.03,3306,9758.03
2023-07-16,CategoryA,99.32,60.73,43.95,21,41392.83
2023-07-16,CategoryB,78.85,56.55,37.2,80,28149.18
2023-07-16,CategoryB,80.09,130.21,46.1,443,47203.28
2023-07-16,CategoryB,10.53,65.12,8.15,8080,23568.33
2023-07-16,CategoryB,31.47,191.07,31.9,22,8387.0
2023-07-16,CategoryB,24.92,78.76,36.28,3306,41681.17
2023-07-16,CategoryB,89.6,106.72,50.0,21,19673.04
2023-07-16,CategoryC,55.21,61.45,18.4,80,8714.02
2023-07-16,CategoryC,63.44,69.27,25.7,443,21263.58
2023-07-16,CategoryC,93.62,109.87,29.1,8080,42238.97
2023-07-16,CategoryC,77.53,143.87,17.03,22,37115.29
2023-07-16,CategoryC,95.72,124.23,29.23,3306,27886.52
2023-07-16,CategoryC,44.38,76.99,5.15,21,47508.78
2023-07-16,CategoryD,29.21,75.51,8.89,80,48953.61
2023-07-16,CategoryD,52.33,139.37,42.96,443,8269.58
2023-07-16,CategoryD,59.62,191.48,31.37,8080,30662.35
2023-07-16,CategoryD,20.74,179.27,14.81,22,45309.03
2023-07-16,CategoryD,10.83,156.03,28.15,3306,22328.94
2023-07-16,CategoryD,78.24,187.97,25.4,21,19980.37
2023-07-17,CategoryA,25.89,190.02,48.1,80,9470.03
2023-07-17,CategoryA,40.79,163.54,27.63,443,2116.23
2023-07-17,CategoryA,76.41,181.81,43.78,8080,25374.24
2023-07-17,CategoryA,31.74,55.13,20.02,22,18666.04
2023-07-17,CategoryA,37.53,43.72,40.4,3306,1518.1
2023-07-17,CategoryA,90.73,182.93,32.23,21,30948.74
2023-07-17,CategoryB,42.48,92.53,20.08,80,16627.2
2023-07-17,CategoryB,77.15,64.48,22.77,443,40863.86
2023-07-17,CategoryB,66.79,184.72,32.55,8080,26512.32
2023-07-17,CategoryB,13.33,93.6,31.26,22,48890.93
